model,layer,category,name,model_buffer,normal_execution_storage,precision,bytes,shape
"Target","23","Hyperconnection mixers","blk.23.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","23","Hyperconnection mixers","blk.23.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","23","Hyperconnection mixers","blk.23.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","23","Hyperconnection mixers","blk.23.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","23","Hyperconnection mixers","blk.23.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","23","Attention and indexer weights","blk.23.attn_q.weight","Vulkan0","Vulkan0","q8_0","33423360","2560,12288,1,1"
"Target","23","Attention and indexer weights","blk.23.attn_k.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","23","Attention and indexer weights","blk.23.attn_v.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","23","Attention and indexer weights","blk.23.attn_output.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","23","Attention and indexer weights","blk.23.attn_q_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","23","Attention and indexer weights","blk.23.attn_k_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","23","Other dense weights","blk.23.indexer.q_proj.weight","Vulkan0","Vulkan0","bf16","2621440","2560,512,1,1"
"Target","23","Other dense weights","blk.23.indexer.k_proj.weight","Vulkan0","Vulkan0","bf16","655360","2560,128,1,1"
"Target","23","Other dense weights","blk.23.indexer.q_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","23","Other dense weights","blk.23.indexer.k_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","23","Expert routers","blk.23.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","23","Shared experts","blk.23.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","23","Shared experts","blk.23.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","23","Shared experts","blk.23.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","23","Shared experts","blk.23.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","24","Hyperconnection mixers","blk.24.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","24","Hyperconnection mixers","blk.24.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","24","Hyperconnection mixers","blk.24.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","24","Hyperconnection mixers","blk.24.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","24","Hyperconnection mixers","blk.24.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","24","Hyperconnection mixers","blk.24.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","24","Hyperconnection mixers","blk.24.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","24","Hyperconnection mixers","blk.24.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","24","Attention and indexer weights","blk.24.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","24","Attention and indexer weights","blk.24.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","24","Recurrent layer weights","blk.24.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","24","Recurrent layer weights","blk.24.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","24","Recurrent layer weights","blk.24.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","24","Recurrent layer weights","blk.24.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","24","Recurrent layer weights","blk.24.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","24","Recurrent layer weights","blk.24.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","24","Recurrent layer weights","blk.24.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","24","Expert routers","blk.24.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","24","Shared experts","blk.24.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","24","Shared experts","blk.24.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","24","Shared experts","blk.24.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","24","Shared experts","blk.24.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","25","Hyperconnection mixers","blk.25.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","25","Hyperconnection mixers","blk.25.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","25","Hyperconnection mixers","blk.25.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","25","Hyperconnection mixers","blk.25.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","25","Hyperconnection mixers","blk.25.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","25","Hyperconnection mixers","blk.25.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","25","Hyperconnection mixers","blk.25.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","25","Hyperconnection mixers","blk.25.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","25","Attention and indexer weights","blk.25.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","25","Attention and indexer weights","blk.25.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","25","Recurrent layer weights","blk.25.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","25","Recurrent layer weights","blk.25.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","25","Recurrent layer weights","blk.25.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","25","Recurrent layer weights","blk.25.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","25","Recurrent layer weights","blk.25.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","25","Recurrent layer weights","blk.25.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","25","Recurrent layer weights","blk.25.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","25","Expert routers","blk.25.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","25","Shared experts","blk.25.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","25","Shared experts","blk.25.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","25","Shared experts","blk.25.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","25","Shared experts","blk.25.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","26","Hyperconnection mixers","blk.26.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","26","Hyperconnection mixers","blk.26.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","26","Hyperconnection mixers","blk.26.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","26","Hyperconnection mixers","blk.26.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","26","Hyperconnection mixers","blk.26.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","26","Hyperconnection mixers","blk.26.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","26","Hyperconnection mixers","blk.26.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","26","Hyperconnection mixers","blk.26.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","26","Attention and indexer weights","blk.26.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","26","Attention and indexer weights","blk.26.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","26","Recurrent layer weights","blk.26.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","26","Recurrent layer weights","blk.26.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","26","Recurrent layer weights","blk.26.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","26","Recurrent layer weights","blk.26.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","26","Recurrent layer weights","blk.26.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","26","Recurrent layer weights","blk.26.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","26","Recurrent layer weights","blk.26.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","26","Expert routers","blk.26.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","26","Shared experts","blk.26.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","26","Shared experts","blk.26.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","26","Shared experts","blk.26.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","26","Shared experts","blk.26.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","27","Hyperconnection mixers","blk.27.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","27","Hyperconnection mixers","blk.27.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","27","Hyperconnection mixers","blk.27.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","27","Hyperconnection mixers","blk.27.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","27","Hyperconnection mixers","blk.27.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","27","Hyperconnection mixers","blk.27.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","27","Hyperconnection mixers","blk.27.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","27","Hyperconnection mixers","blk.27.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","27","Attention and indexer weights","blk.27.attn_q.weight","Vulkan0","Vulkan0","q8_0","33423360","2560,12288,1,1"
"Target","27","Attention and indexer weights","blk.27.attn_k.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","27","Attention and indexer weights","blk.27.attn_v.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","27","Attention and indexer weights","blk.27.attn_output.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","27","Attention and indexer weights","blk.27.attn_q_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","27","Attention and indexer weights","blk.27.attn_k_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","27","Other dense weights","blk.27.indexer.q_proj.weight","Vulkan0","Vulkan0","bf16","2621440","2560,512,1,1"
"Target","27","Other dense weights","blk.27.indexer.k_proj.weight","Vulkan0","Vulkan0","bf16","655360","2560,128,1,1"
"Target","27","Other dense weights","blk.27.indexer.q_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","27","Other dense weights","blk.27.indexer.k_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","27","Expert routers","blk.27.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","27","Shared experts","blk.27.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","27","Shared experts","blk.27.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","27","Shared experts","blk.27.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","27","Shared experts","blk.27.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","28","Hyperconnection mixers","blk.28.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","28","Hyperconnection mixers","blk.28.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","28","Hyperconnection mixers","blk.28.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","28","Hyperconnection mixers","blk.28.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","28","Hyperconnection mixers","blk.28.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","28","Hyperconnection mixers","blk.28.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","28","Hyperconnection mixers","blk.28.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","28","Hyperconnection mixers","blk.28.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","28","Attention and indexer weights","blk.28.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","28","Attention and indexer weights","blk.28.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","28","Recurrent layer weights","blk.28.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","28","Recurrent layer weights","blk.28.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","28","Recurrent layer weights","blk.28.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","28","Recurrent layer weights","blk.28.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","28","Recurrent layer weights","blk.28.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","28","Recurrent layer weights","blk.28.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","28","Recurrent layer weights","blk.28.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","28","Expert routers","blk.28.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","28","Shared experts","blk.28.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","28","Shared experts","blk.28.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","28","Shared experts","blk.28.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","28","Shared experts","blk.28.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","29","Hyperconnection mixers","blk.29.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","29","Hyperconnection mixers","blk.29.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","29","Hyperconnection mixers","blk.29.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","29","Hyperconnection mixers","blk.29.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","29","Hyperconnection mixers","blk.29.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","29","Hyperconnection mixers","blk.29.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","29","Hyperconnection mixers","blk.29.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","29","Hyperconnection mixers","blk.29.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","29","Attention and indexer weights","blk.29.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","29","Attention and indexer weights","blk.29.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","29","Recurrent layer weights","blk.29.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","29","Recurrent layer weights","blk.29.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","29","Recurrent layer weights","blk.29.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","29","Recurrent layer weights","blk.29.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","29","Recurrent layer weights","blk.29.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","29","Recurrent layer weights","blk.29.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","29","Recurrent layer weights","blk.29.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","29","Expert routers","blk.29.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","29","Shared experts","blk.29.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","29","Shared experts","blk.29.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","29","Shared experts","blk.29.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","29","Shared experts","blk.29.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","30","Hyperconnection mixers","blk.30.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","30","Hyperconnection mixers","blk.30.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","30","Hyperconnection mixers","blk.30.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","30","Hyperconnection mixers","blk.30.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","30","Hyperconnection mixers","blk.30.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","30","Hyperconnection mixers","blk.30.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","30","Hyperconnection mixers","blk.30.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","30","Hyperconnection mixers","blk.30.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","30","Attention and indexer weights","blk.30.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","30","Attention and indexer weights","blk.30.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","30","Recurrent layer weights","blk.30.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","30","Recurrent layer weights","blk.30.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","30","Recurrent layer weights","blk.30.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","30","Recurrent layer weights","blk.30.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","30","Recurrent layer weights","blk.30.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","30","Recurrent layer weights","blk.30.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","30","Recurrent layer weights","blk.30.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","30","Expert routers","blk.30.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","30","Shared experts","blk.30.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","30","Shared experts","blk.30.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","30","Shared experts","blk.30.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","30","Shared experts","blk.30.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","31","Hyperconnection mixers","blk.31.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","31","Hyperconnection mixers","blk.31.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","31","Hyperconnection mixers","blk.31.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","31","Hyperconnection mixers","blk.31.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","31","Hyperconnection mixers","blk.31.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","31","Hyperconnection mixers","blk.31.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","31","Hyperconnection mixers","blk.31.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","31","Hyperconnection mixers","blk.31.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","31","Attention and indexer weights","blk.31.attn_q.weight","Vulkan0","Vulkan0","q8_0","33423360","2560,12288,1,1"
"Target","31","Attention and indexer weights","blk.31.attn_k.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","31","Attention and indexer weights","blk.31.attn_v.weight","Vulkan0","Vulkan0","q8_0","1392640","2560,512,1,1"
"Target","31","Attention and indexer weights","blk.31.attn_output.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","31","Attention and indexer weights","blk.31.attn_q_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","31","Attention and indexer weights","blk.31.attn_k_norm.weight","Vulkan0","Vulkan0","f32","1024","256,1,1,1"
"Target","31","Other dense weights","blk.31.indexer.q_proj.weight","Vulkan0","Vulkan0","bf16","2621440","2560,512,1,1"
"Target","31","Other dense weights","blk.31.indexer.k_proj.weight","Vulkan0","Vulkan0","bf16","655360","2560,128,1,1"
"Target","31","Other dense weights","blk.31.indexer.q_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","31","Other dense weights","blk.31.indexer.k_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","31","Expert routers","blk.31.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","31","Shared experts","blk.31.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","31","Shared experts","blk.31.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","31","Shared experts","blk.31.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","31","Shared experts","blk.31.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
"Target","32","Hyperconnection mixers","blk.32.hc_attn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","32","Hyperconnection mixers","blk.32.hc_attn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","32","Hyperconnection mixers","blk.32.hc_attn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","32","Hyperconnection mixers","blk.32.hc_attn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","32","Hyperconnection mixers","blk.32.hc_ffn_norm.weight","Vulkan0","Vulkan0","f32","40960","10240,1,1,1"
"Target","32","Hyperconnection mixers","blk.32.hc_ffn_down.weight","Vulkan0","Vulkan0","q8_0","3481600","10240,320,1,1"
"Target","32","Hyperconnection mixers","blk.32.hc_ffn_up.weight","Vulkan0","Vulkan0","q8_0","3481600","320,10240,1,1"
"Target","32","Hyperconnection mixers","blk.32.hc_ffn_inject.weight","Vulkan0","Vulkan0","q8_0","43520","10240,4,1,1"
"Target","32","Attention and indexer weights","blk.32.attn_qkv.weight","Vulkan0","Vulkan0","q8_0","27852800","2560,10240,1,1"
"Target","32","Attention and indexer weights","blk.32.attn_gate.weight","Vulkan0","Vulkan0","q8_0","16711680","2560,6144,1,1"
"Target","32","Recurrent layer weights","blk.32.ssm_conv1d.weight","Vulkan0","Vulkan0","f32","163840","4,10240,1,1"
"Target","32","Recurrent layer weights","blk.32.ssm_dt.bias","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","32","Recurrent layer weights","blk.32.ssm_a","Vulkan0","Vulkan0","f32","192","48,1,1,1"
"Target","32","Recurrent layer weights","blk.32.ssm_beta.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","32","Recurrent layer weights","blk.32.ssm_alpha.weight","Vulkan0","Vulkan0","q8_0","130560","2560,48,1,1"
"Target","32","Recurrent layer weights","blk.32.ssm_norm.weight","Vulkan0","Vulkan0","f32","512","128,1,1,1"
"Target","32","Recurrent layer weights","blk.32.ssm_out.weight","Vulkan0","Vulkan0","q8_0","16711680","6144,2560,1,1"
"Target","32","Expert routers","blk.32.ffn_gate_inp.weight","Vulkan0","Vulkan0","f32","5242880","2560,512,1,1"
"Target","32","Shared experts","blk.32.ffn_gate_inp_shexp.weight","Vulkan0","Vulkan0","f32","10240","2560,1,1,1"
"Target","32","Shared experts","blk.32.ffn_gate_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","32","Shared experts","blk.32.ffn_up_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","2560,640,1,1"
"Target","32","Shared experts","blk.32.ffn_down_shexp.weight","Vulkan0","Vulkan0","q8_0","1740800","640,2560,1,1"
